آؤ	aao:3	aaoo:1	aau:1	aaw:1
غار	gar:4	ghar:4	gaar:2	ghaar:2
غارت	gaarat:2	garat:2	gharat:2	ghaarat:1
غاروں	garon:2	gharon:2	gaaron:1	gharun:1
غارِ	ghari:2	gaaree:1	gaari:1	gaary:1
غاریں	gharen:2	gaarein:1	gaareiyn:1	garen:1
غازي	ghazi:2	gaazy:1	gaziye:1	ghaze:1
غازی	ghazi:2	gaazee:1	gazi:1	ghjaze:1
غاصب	ghasab:2	gasab:1	gasib:1	ghazab:1
غاصبانہ	gaasaban:1	gasebanah:1	ghasabaan:1	ghasbanah:1
غاصبوں	ghasabon:2	gasabon:1	gasibon:1	ghasibon:1
غافل	gaafal:1	gafil:1	ghafal:1	ghafel:1
غالب	ghalib:4	ghalab:3	galib:2	gaalab:1
غالبا	gaalabaa:1	galaba:1	galiba:1	ghalba:1
غالباً	gaalaban:1	galaban:1	galiban:1	ghalban:1
غالباََ	gaalaban:1	galaban:1	galiban:1	ghalban:1
غالبًا	galiban:1	ghalabaan:1	ghalaban:1	ghalban:1
غالبِ	ghalbee:2	ghalbi:2	galibe:1
غالبیات	ghalbiyat:2	galabayat:1	galibiyat:1	galibyat:1
غالی	ghalee:2	ghali:2	gali:1
غامدی	ghamdi:5	gamdi:1	ghaamdi:1	ghamdee:1
غان	ghan:2	gaan:1	gan:1	ghaan:1
غایت	gaayat:1	gayat:1	ghaet:1	ghait:1
غایۃ	gaayat:1	gayat:1	ghaetah:1	ghaitah:1
غبار	ghubar:3	ghabar:2	gabar:1	ghubaar:1
غبن	ghaban:3	gaban:1	ghabin:1
غت	ghat:3	gat:1
غجدوانی	gajdavani:1	ghajadvany:1	ghajadwani:1	ghajdawani:1
غدار	ghadar:3	gadar:1	ghaddar:1
غداروں	ghadaron:3	ghadarun:2
غداری	ghadari:3	gadari:1	ghadary:1	ghaddari:1
غدر	ghadar:3	gadar:1
غدود	ghadud:3	gadood:1	ghadood:1	ghudud:1
غدودوں	ghadudon:3	gadoodun:1	ghadudun:1
غدہ	gadah:3	gada:1	gidah:1
غدیر	gadir:2	ghadir:2	gadeer:1	gader:1
غذا	gaza:1	gazaa:1	ghaza:1	gheja:1
غذاؤں	gazaaon:1	gazaon:1	gejaun:1	ghazaon:1
غذائی	gazaai:1	gazai:1	geezai:1	gejai:1
غذائیت	gazaayat:1	gazayat:1	gazayyat:1	gejaeyat:1
غذائیں	gazaaen:1	gazaen:1	gazain:1	gejayen:1
غذائے	gazaae:1	gazae:1	gazaye:1	gejae:1
غذر	gazar:2	ghazar:2	gajar:1
غرارے	garare:2	gharare:2	garaare:1	gararay:1
غربا	ghurba:2	gurba:2	garba:1	garbaa:1
غرباء	gurba:2	garba:1	garbaa:1	gharbah:1
غربت	ghurbat:2	gurbat:2	garbat:1	gharbat:1
غربی	gharbi:2	garabee:1	garabi:1	garaby:1
غرر	garar:1	gararr:1	gharar:1	ghurar:1
غرض	gharaz:3	garaz:2	garaj:1	garz:1
غرضی	garzi:3	garzee:2	gharzi:2	garji:1
غرق	garaq:1	gark:1	garq:1	ghark:1
غرقابی	gharqabi:2	garqabi:1	gharqaabi:1	gharqaaby:1
غرناطہ	garnata:1	garnatah:1	gharnaatah:1	gharnatah:1
غروب	ghuroob:2	garoob:1	ghurub:1	guroob:1
غروبِ	garoobe:1	ghuroobi:1	ghurubi:1	guroobi:1
غرور	ghuroor:3	guroor:3	garoor:2	garor:1
غریب	gareeb:3	gharib:3	garib:2	ghareeb:2
غریبوں	gareaboan:1	gareebaon:1	gareebon:1	gharebon:1
غریبِ	gareebi:1	gareeby:1	garibee:1	garibi:1
غریبی	gareebi:1	gareeby:1	garibi:1	gariby:1
غز	ghaz:2	gaz:1	gazz:1	ghez:1
غزا	ghaza:2	gaza:1	ghaja:1
غزال	gazaal:1	gazal:1	ghazaal:1	ghazal:1
غزالہ	gazaalah:1	ghazala:1	ghazalah:1
غزالی	gazaali:1	ghazaali:1	ghazale:1	ghazali:1
غزل	ghazal:5	gazal:2	gajal:1	ghasal:1
غزلاں	gazlan:2	gazlaan:1	ghazlaan:1	ghazlan:1
غزلوں	ghazlon:2	gazlo:1	gazlou:1	gazlun:1
غزلیات	gajalyat:1	gazaleyat:1	gazaliyat:1	ghazalyat:1
غزلیں	gajlen:1	gazlein:1	gazlen:1	gazlin:1
غزلیہ	gajlia:1	gazleeh:1	gazleh:1	gazleyah:1
غزنوی	gajnawi:1	gaznavee:1	gaznavi:1	gaznawee:1
غزنویہ	ghaznawih:2	gajnavih:1	gaznaviah:1	gaznavya:1
غزنی	ghazni:2	gajni:1	gaznee:1	gazni:1
غزوات	ghazwat:2	gajvat:1	gazvat:1	gazwaat:1
غزوہ	gazwah:2	gajwah:1	gazva:1	gazwa:1
غزوۃ	gajoot:1	gazvah:1	gazwah:1	ghazoot:1
غزہ	ghazah:2	gajah:1	gaza:1	gazah:1
غسان	gasaan:1	gasan:1	ghassan:1	ghusan:1
غسل	gusal:2	gasal:1	ghasal:1	ghusal:1
غشی	gashi:3	gashe:1	gashee:1	ghashee:1
غصب	gasab:2	ghasab:2
غصّہ	gussa:2	gussah:2	ghussa:1	ghussah:1
غصّے	gusse:3	gasse:1	ghusse:1	gussey:1
غصہ	gusaa:2	gusah:2	ghusah:1	gisah:1
غصے	guse:2	gase:1	gasse:1	ghuse:1
غضب	ghazab:2	gajab:1	gazab:1
غضنفر	ghazanfar:2	gajanphar:1	gazanfar:1
غطفان	ghatfan:2	gatfaan:1	gatfan:1	gatphan:1
غفار	ghafar:3	gafaar:1	gafar:1	gaffaar:1
غفاری	ghafari:2	gafaaree:1	gafaari:1	gafari:1
غفران	ghufran:2	gafran:1	gufraan:1	gufran:1
غفلت	ghaflat:2	gaflat:1	ghaphlat:1
غفور	ghafoor:2	gafoor:1	gafor:1	gafur:1
غفیر	gafeer:1	gafer:1	gafir:1	ghafeer:1
غل	ghul:2	gal:1	ghal:1	gul:1
غلاظت	ghalazat:2	ghalajat:1	ghilazut:1	ghilazuth:1
غلاظتوں	ghalazaton:2	ghalazatun:1	gilazaton:1	gilazatoon:1
غلاف	ghalaf:1	ghalaph:1	ghilaaf:1	ghilaf:1
غلام	ghulam:5	gulaam:2	gulam:2	galaam:1
غلاماں	ghulaman:2	gulaman:2	ghalaman:1
غلاموں	galamon:1	ghulamo:1	ghulamon:1	golamon:1
غلامِ	ghalami:1	ghulam:1	ghulami:1	gulam:1
غلامی	gulami:2	ghalamee:1	ghalami:1	ghulami:1
غلبہ	galbah:1	galibah:1	ghalbah:1	ghulba:1
غلبے	galibe:1	ghalbay:1	ghalbe:1	ghulbe:1
غلط	galat:3	ghalat:3	ghalt:2	galut:1
غلطی	galti:2	ghalti:2	ghalte:1
غلطیاں	galtiyan:2	galteeyan:1	ghalteyan:1	ghaltiyan:1
غلطیوں	galtiyon:1	ghalatiyon:1	ghaltion:1	ghaltiyon:1
غلمان	gulmaan:2	galmaan:1	ghalman:1	ghulman:1
غلو	ghulu:2	galo:1	glo:1	glu:1
غلہ	galah:1	ghala:1	ghalah:1	ghla:1
غلے	gale:2	ghale:2	galay:1
غم	gam:3	gham:2	gem:1	ghim:1
غماز	ghamaz:2	gamaaz:1	gamaj:1	gamaz:1
غمر	ghamar:2	gamar:1	ghamr:1
غمزدہ	gamzdah:1	ghamzada:1	ghamzadha:1	ghumzadha:1
غموس	ghamoos:2	ghamus:2
غمگین	ghamgeen:3	ghamgin:1
غنا	ghana:2	ghena:2	ghenaa:1	ghina:1
غناء	ghena:2	ghana:1	ghenaa:1	ghina:1
غندر	ghandar:3	gandar:1	ghundur:1
غنوی	ghanwi:3	ghanvi:1	ghanwa:1
غنچے	ganach:1	ganchay:1	ganchey:1	ghanch:1
غنڈوں	ghundon:2	ghundo:1	gundon:1
غنڈہ	ghanda:1	ghandah:1	ghunda:1	gundaa:1
غنڈی	ghundi:3	ghandi:1	gundi:1
غنڈے	ghunde:2	ghande:1	ghunday:1	gunde:1
غنہ	ghana:2	ganah:1	ghanah:1	ghna:1
غنیمت	ghanimat:2	ganimat:1	ghaneemat:1
غوث	ghaus:2	gaus:1	ghos:1	ghoth:1
غوثِ	gausi:1	ghause:1	ghausi:1	ghosi:1
غوثی	ghausi:2	gausi:1	ghosi:1
غوثیہ	ghausia:2	gausia:1	ghausya:1	ghosiyah:1
غور	ghaur:2	ghor:2	gaur:1
غوری	ghauri:4	ghori:2	gharee:1	ghore:1
غوطہ	ghautah:1	ghauthah:1	ghota:1	ghotah:1
غول	ghol:2	ghoul:1	ghul:1	gool:1
غير	gair:2	ghair:2	gher:2	gaer:1
غیاب	gayaab:1	gheab:1	ghiab:1	ghiyaab:1
غیاث	gayas:1	ghayas:1	gheas:1	gheeyaz:1
غیب	ghaib:2	ghib:2	gheb:1	gheeb:1
غیبت	gheebat:3	ghaibat:2	ghibat:2	geebat:1
غیبی	ghaibi:2	ghaebi:1	ghibee:1	ghibi:1
غیبیہ	ghaibeeyah:1	ghaibia:1	ghaibiyah:1	ghebeah:1
غیر	ghair:5	gher:2	gair:1	gayr:1
غیرت	ghairat:4	gairat:1	ghaerat:1	ghaeruth:1
غیرتی	ghairati:2	ghairti:2	ghairathee:1	ghairathi:1
غیروں	ghairon:3	ghairoun:1	gheron:1
غیرِ	ghair:1	ghaire:1	ghayr:1	gheri:1
غیظ	ghaiz:2	gaze:1	ghaez:1
غیور	ghayur:1	gheor:1	gheur:1	giver:1
ف	fa:4	fay:1	fe:1	pha:1
فا	fa:2	faa:2	phaa:1
فاء	fa:2	faa:1	fah:1
فاؤنڈیشن	foundation:4	faundeshan:1	foundeshan:1
فائبر	fiber:2	faaibar:1	faibar:1	fayber:1
فائدوں	faidon:2	faeedon:1	faydon:1
فائدہ	faidah:3	faydah:3	faaedah:1	faaydah:1
فائدے	faayde:2	faide:2	fayde:2	faaede:1
فائر	fire:7	fair:1	fayar:1	fayer:1
فائرنگ	firing:7	faairing:1	fairing:1	fyring:1
فائز	faiz:4	faaez:1	faaiz:1	faez:1
فائق	faiq:2	faaiq:1	faeeq:1	faeq:1
فائقہ	faaiqah:1	faeqah:1	faiaqah:1	fayqah:1
فائل	faeel:1	fael:1	file:1
فائلز	files:2	faailz:1	failaz:1
فائلس	fael:1	files:1	fyle:1
فائلیں	filen:3	faailen:1	failen:1	fylen:1
فائن	fine:3	faain:1	faen:1	fyn:1
فائنانس	finance:3	fainance:1
فائنل	final:7	fainal:1
فائو	faau:2	fivo:1	fiwo:1
فائٹ	fight:1	fite:1	fyte:1
فائٹر	fighter:3	faaetar:1	faytar:1	fytar:1
فائٹنگ	fighting:3	faaiting:1	faiting:1	fayting:1
فائی	faae:1	faayi:1	faee:1	figh:1
فائیدہ	faayeda:1	faida:1	fayida:1	fayidah:1
فائیو	faayio:1	faeio:1	fayeo:1	fayoo:1
فاتح	faatah:1	faateh:1	fatah:1	fateh:1
فاتحانہ	faathana:1	fatehana:1	fathaana:1	fathana:1
فاتحوں	faathon:1	faathoon:1	fatehon:1	fathoon:1
فاتحہ	faathaa:1	faatiha:1	fateh:1	fathaa:1
فاتحین	faatheen:1	faathin:1	faatiheen:1	fateheen:1
فاتک	fatak:2	faatak:1	fotak:1
فاختہ	faakhta:1	fakhta:1	fakhtah:1	faqtah:1
فادر	faadar:2	fadar:1	father:1
فادرز	faadaraz:1	faadarz:1	fathers:1
فادی	faadi:2	fade:1	fadi:1
فار	far:2	faar:1	for:1
فارابی	faarabi:1	faraabi:1	farabe:1	farabi:1
فاران	faaraan:1	faraan:1	faran:1	pharan:1
فارس	faaras:1	faares:1	faras:1	faris:1
فارسٹ	forest:2	farest:1
فارسی	farsi:7	farse:1	farsee:1	farsy:1
فارغ	farigh:3	faregh:2	faareg:1	faragh:1
فارم	form:6	farm:4	farem:1	foram:1
فارما	farma:5	pharma:3	faarma:2	phaarma:1
فارمدی	farmadi:3	farmady:1	pharmadi:1
فارمر	farmer:2	farmar:1	former:1
فارمز	farms:3	forms:3	farmz:1
فارمنگٹن	farmengtan:1	farmingtan:1	farmington:1	formangton:1
فارمولا	formula:6	farmola:1	farmula:1	formola:1
فارمولوں	farmolon:1	farmulon:1	farmuloo:1	formulon:1
فارمولہ	formula:2	farmula:1	formulah:1
فارمولے	farmulay:1	formulay:1	formule:1	formuley:1
فارموں	faarmon:1	farmo:1	farmoon:1	formon:1
فارمیسی	pharmacy:2	farmaysi:1	farmesi:1	formees:1
فارمیشن	formation:3
فارمیٹ	format:3	faarmet:1	farmait:1
فارمیٹنگ	formatting:2	farmaiting:1	farmatting:1
فارن	faaran:2	faran:1	fareen:1	farin:1
فارو	faru:3	faro:2
فارورڈ	forward:4	farward:2	faarord:1	farord:1
فاروق	farooq:7	faruq:3	farook:1	faruqh:1
فاروقی	faruqi:4	farooqi:3	farooki:1	farooqy:1
فاروقیہ	farookia:1	farooqia:1	farooqiyah:1	faruqia:1
فارہ	farah:2	faarah:1	pharah:1
فاریسٹ	forest:2	fareest:1
فاریکس	forex:2	fareks:1	forix:1
فاس	fas:2	faas:1
فاسد	faasid:1	fasad:1	fased:1	fasid:1
فاسسٹ	fascist:1	fasist:1	fesist:1
فاسفورس	faasforus:1	fasforas:1	fasforus:1	phosphoras:1
فاسفیٹ	faasfeet:1	fasfait:1	fasfet:1	phosphet:1
فاسق	fasiq:2	faasiq:1	fasaq:1
فاسقین	faasikeen:1	fasiqin:1	fasqen:1	fasqin:1
فاسو	faso:2	fasu:2	faaso:1	faasu:1
فاسٹر	fosstar:1	fostar:1	foster:1
فاسی	fasi:2	faasi:1	fase:1
فاش	faash:4	fash:3	fosh:1	phash:1
فاشسٹ	fashist:3	fashest:1
فاصل	fasil:2	faasil:1	fasal:1	fasel:1
فاصلاتی	faaselaati:1	faaslaati:1	faselati:1	faslati:1
فاصلوں	faslon:2	faasloon:1	faslun:1
فاصلہ	faaslah:1	faselah:1	fasila:1	fasilah:1
فاصلے	faslay:2	faaslay:1	fasle:1
فاضل	faazil:1	fazal:1	fazel:1	fozil:1
فاضلات	faazlaat:1	fazelaat:1	fazelat:1	fazlat:1
فاضلہ	faadla:1	faazilah:1	fazela:1
فاضلی	faadlee:1	faadli:1	faazli:1	fazili:1
فاطمہ	fatima:2	faatima:1	fateema:1	fathma:1
فاطمۃ	fatemath:1	fathmata:1	fatimata:1	fatmata:1
فاطمی	fateemi:1	fatemi:1	fathmee:1	fathmi:1
فاطمیہ	fateemi:1	fatimee:1	fatmea:1	fatmia:1
فاعل	fael:2	faael:1	faayl:1	fayll:1
فاعلن	faaalen:1	faaalin:1	faalen:1	faelan:1
فاقد	faqid:2	faaqid:1	faaqidh:1	fakid:1
فاقہ	faaqa:2	faqa:2	faqah:1
فال	faal:3	fal:2
فالتو	faaltu:2	faltu:2	faltoo:1
فالج	faalij:1	falej:1	falij:1	falj:1
فالز	faalis:1	faalz:1	falis:1	false:1
فالسہ	faalsa:1	faalsah:1	falsa:1	falsah:1
فالسے	false:2	faalsay:1	falsay:1	folse:1
فالودہ	falooda:2	faludah:2	falodh:1	faloodah:1
فالون	falun:2	falloon:1	falon:1	faloon:1
فام	farm:2	form:2	faam:1	foam:1
فاموں	famon:2	faamon:1	famun:1	farmoan:1
فان	fan:2	faan:1	phan:1
فانزل	fanzal:3	faanzal:1	fanzil:1	phanzal:1
فانوس	faanus:2	fanus:2	faanoos:1	faanos:1
فانوسوں	faanuson:3	fanuson:2	faanoson:1	fanooson:1
فانٹ	faanat:1	faanet:1	faanit:1	fanut:1
فانی	fani:4	faani:3	fany:2	faanee:1
فاونڈیشن	foundation:3
فاٹا	faata:1	faataa:1	fata:1	fatta:1
فاکس	fox:3	faakas:1	faaks:1	facus:1
فاکلینڈ	fockland:2	falkland:1
فایز	faayaz:1	faayiz:1	faiz:1	fayej:1
فبای	fabaai:1	fabai:1	fabayi:1	febayi:1
فتال	fataal:2	fatal:2	fitaal:1	phatal:1
فتاوی	fatawi:3	fatavi:2	fatawe:2	fataawi:1
فتاویٰ	fatava:2	fataaoya:1	fatauya:1	fatawa:1
فتاوے	fataawe:1	fatave:1	fataway:1	fatawe:1
فتح	fatah:6	fateh:4	faiteh:1	fatuh:1
فتحیاب	fatehyaab:2	fatehyab:2	fatahyaab:1	fatahyab:1
فتنوں	fitnon:2	fatnaun:1	phatnaun:1
فتنہ	fitnah:2	fatna:1	fitna:1	phatna:1
فتنے	fatne:3	fitne:2	fatnay:1	fetnay:1
فتوح	fatuh:2	fatoh:1	fatooh:1	fitoh:1
فتوحات	fatohaat:1	fatoohath:1	fatuhaat:1	fatuhath:1
فتور	fatur:2	fatoor:1	fetur:1	fitoor:1
فتووں	fatwon:2	fatuoan:1	phatuoan:1
فتوٰی	fatwa:2	fatva:1	fatwaa:1	phatva:1
فتوہ	fatwah:2	fatoh:1	fatwaah:1	phatoh:1
فتوی	fatwi:2	fatvi:1	fatwee:1	phatvi:1
فتویٰ	fatwa:4	fatva:1	fatvaa:1	fatwaa:1
فتوے	fatvey:1	fatway:1	fatwe:1	fatwey:1
فتہ	fata:1	fataah:1	fta:1	phata:1
فتیانہ	fatiyaanah:1	fatiyana:1	fatyaana:1	fitayaanah:1
فجار	fajaar:1	fazaar:1	fazar:1	fujaar:1
فجر	fajar:4	fajir:1	fajr:1	fazar:1
فجور	fajoor:2	fajor:1	fazoor:1	fazur:1
فجی	fajee:1	faji:1	fazi:1	fijee:1
فحاشی	fahaashi:2	fahaashee:1	fahashi:1	phahaashi:1
فحش	fahash:5	fahas:1	fahush:1	fehash:1
فحل	fahal:3	phahal:2	fehal:1
فخار	fakhaar:2	phakhar:2	fakhar:1	fikhaar:1
فخر	fakhar:4	fakhr:2	faqar:2	phakhar:1
فخرالدین	fakhraldeen:1	fakhruddin:1	fakhurualdin:1	fakuraldeen:1
فخرِ	fakhri:2	fakhari:1	fakhree:1	fikhre:1
فخری	fakhri:2	fakharee:1	fakhree:1	phakharee:1
فخریہ	fakhriyah:2	fakhrih:1	fakhriya:1	phakhrih:1
فدا	fadaa:3	fida:3	fada:2	fadhaa:1
فدائی	fadaai:1	fadhai:1	fedaayi:1	fidaee:1
فدائین	phidayin:2	fidaaeen:1	fidaayeen:1	fidaayin:1
فدائیوں	fadaaiyon:1	fadaiyon:1	fidaaiyon:1	fidaion:1
فدایان	fadayan:1	fidaayaan:1	fidayan:1
فدیہ	fadyah:1	fidiya:1	fidya:1	fidyaa:1
فدیے	fidye:2	fadye:1	fideeye:1	fidiye:1
فر	far:3	fur:2	fir:1	for:1
فرائص	faraes:1	faraiyz:1	faraiz:1	frais:1
فرائض	faraiz:4	faraaiz:1	faraiyz:1	farayiz:1
فرائضِ	faraaizi:1	faraize:1	faraizi:1	friesi:1
فرائضی	faraizi:2	faraaizi:1	fraizee:1
فرائڈ	faraaid:1	faraed:1	freud:1	fried:1
فرائیڈ	freud:2	faraaid:1	faraid:1	fraid:1
فرات	faraat:3	farat:1	firaat:1	firat:1
فراخ	faraakh:3	farakh:1	firaakh:1	firakh:1
فرار	farar:5	faraar:4	farrar:1	farrer:1
فراز	faraz:4	faraaz:3	faraaj:1	firaz:1
فرازی	faraazi:2	faraajy:1	faraazy:1	farazi:1
فراس	faraas:2	faras:1	firaas:1	fraas:1
فراست	farasat:2	faraasat:1	faraast:1	farast:1
فراش	faraash:2	firaash:1	fraash:1	frash:1
فراعین	faraeen:2	faraaeen:1	faraaen:1	faraain:1
فراغ	faragh:2	faraugh:1	fraag:1	frag:1
فراغت	faraghat:2	faraagat:1	faragat:1	faraghut:1
فراق	faraaq:2	faraak:1	farak:1	faraq:1
فراقی	faraqi:2	faraaqi:1	faraqyi:1	firaaqi:1
فراموش	faraamosh:2	faramoosh:1	faramosh:1	pharamoosh:1
فرامین	farameen:2	faraameen:1	faraamen:1	faramean:1
فرانز	franz:3	faraanz:1	frans:1
فرانزک	faranzik:1	forensic:1	frankes:1	frankus:1
فرانس	france:6	frans:3	franse:2	franc:1
فرانسس	francis:4	fransis:2	franses:1
فرانسسکو	francisco:4	francesco:1	fransesco:1	fransisko:1
فرانسیسی	francisi:2	franceesi:1	francisee:1	franseesi:1
فرانسیسیوں	franceesiyun:1	francision:1	franseesiyon:1	franseesiyun:1
فرانسیسیہ	franceesa:1	francisia:1	franseesa:1	fransiseeh:1
فرانکی	faranki:1	fraink:1	franki:1	franky:1
فراوانی	farawani:2	faravani:1	farawaani:1	frawaani:1
فراواں	farawan:1	fraavaan:1	fravan:1	frawan:1
فراک	frock:3	frak:2	frack:1	frauk:1
فراھم	faraaham:1	faraahim:1	faraham:1	farahem:1
فراہ	farah:3	faraah:2	ferah:1	pharaah:1
فراہم	faraham:2	faraaham:1	farahem:1	farahum:1
فراہمی	farahmi:2	faraahmi:1	fraahamee:1	fraahami:1
فراہی	farahi:2	farahee:1	fraahee:1	frahi:1
فرج	farj:3	farz:1
فرجی	farji:2	farjee:1	farzi:1	fauji:1
فرح	farah:3	ferah:1
فرحان	farhan:3	farhaan:1	ferhan:1
فرحت	farhat:4	farahat:1	farhath:1	farhut:1
فرحون	farhoon:2	farhun:2	farhoan:1	ferhoan:1
فرحین	farheen:3	fahin:1	farhean:1	farhin:1
فرخ	farakh:2	farrukh:2	faarukh:1	faraqh:1
فرخزاد	farkhazad:2	farkhajad:1	farkhazaad:1	farrukhzad:1
فرخی	farkhi:1	farqhi:1	farrukhi:1	farukhi:1
فرد	fard:3	farad:2	fared:1	frd:1
فردا	farda:2	frda:1	pherda:1
فرداً	fardan:2	frdan:1	pherdan:1
فردوس	firdos:2	fardos:1	firdous:1	frdws:1
فردوسی	firdosi:2	fardosee:1	fardosi:1	firdosee:1
فردِ	farde:1	fardi:1	frd:1
فردہ	farda:2	fardah:2	fardha:1	frdo:1
فرزاد	farzaad:2	farzad:2	frzad:1	pharzaad:1
فرزانہ	farzaana:1	farzaanaah:1	farzana:1	farzanah:1
فرزند	farzand:5	farzeend:1	farzind:1	frznd:1
فرزندان	farzandaan:2	farzandan:2	farzindaan:1	farzindan:1
فرزندوں	farzandon:1	farzeendon:1	farzindon:1	frzndwn:1
فرزندِ	farzeend:1	farzind:1	frznd:1	pharzeend:1
فرسائی	farsai:3	farsaai:2	farsaee:2	farsayi:1
فرسان	farsan:2	farsaa:1	farsaan:1	fursaan:1
فرسودگی	farsudgi:3	farsoodgi:2	farsoodgee:1	farsoodgy:1
فرسودہ	farsoodah:2	farsudah:2	farsuda:1	farsuudah:1
فرسٹ	first:3	farst:1	ferst:1
فرش	farsh:3	pharsh:1
فرشتوں	farishton:3	farishhton:1	farishoon:1
فرشتہ	farishta:2	farishtaa:2	farishtah:1
فرشتے	farishtay:2	farishte:2	farishtey:1
فرصت	foorsat:2	fursat:2	fursatt:1	fuursat:1
فرض	farz:5	faraz:2	faaraz:1	furz:1
فرضِ	farze:2	farzay:1	farzee:1	farzi:1
فرضی	farzi:3	farzee:2	farzy:1
فرعون	firaun:2	firaon:1	firoun:1
فرعونی	firauni:2	farauni:1	pharaonic:1
فرغ	farg:2	farag:1	faragh:1	firg:1
فرغانہ	faragaana:1	farghana:1	farghanah:1	farghanuh:1
فرق	faraq:4	farq:3	farak:1	faruq:1
فرقان	furqan:3	farqaan:1	furkan:1	furqaan:1
فرقانیہ	farqaaniyah:1	farqaniyah:1	firqanih:1	frqanyh:1
فرقوں	farqon:1	farqoon:1	firkon:1	firqon:1
فرقہ	farqah:2	firqa:2	firqah:2	farkhah:1
فرقے	farqay:1	farqe:1	farqi:1	firqay:1
فرلانگ	faralaang:1	farlang:1	farlong:1	forlong:1
فرما	farma:5	farmaa:2	firma:1	firmma:1
فرمائش	farmaaish:2	farmaish:2	farmaeesh:1	farmayish:1
فرمائشی	farmaishi:2	farmaaishi:1	farmaishee:1	farmayishi:1
فرمائي	farmai:2	farmayi:2
فرمائی	farmayi:4	farmai:2	farmaye:1	furmai:1
فرمائیں	farmayen:2	farmaen:1	farmayin:1	pharmayen:1
فرمائیے	farmaeye:1	farmaiye:1	farmayie:1	frmayie:1
فرمائے	farmaye:4	farmai:1	farmaiye:1	farmayae:1
فرماتا	farmata:2	farmaataa:1	pharmata:1
فرماتی	farmati:2	farmaatee:1	farmaati:1	farmate:1
فرماتیں	farmatin:2	farmaatin:1	farmaten:1	parmaateen:1
فرماتے	farmatay:3	farmate:2	farmaate:1	farmatey:1
فرمالیا	farma:1	farmaa:1	farmalia:1	farmaliya:1
فرمان	farman:5	farmaan:2	pharmaan:1
فرمانا	farmana:2	farmaana:1	pharmana:1
فرمانروا	farmaanrva:1	farmanarua:1	farmanarwa:1	farmanrawa:1
فرمانروائے	farmaarai:1	farmanarwayae:1	farmanarwaye:1	farmanrawae:1
فرمانوں	farmanon:2	farmaanun:1	farmanun:1	pharmanun:1
فرمانی	farmani:2	farmaani:1	farmane:1	pharmaani:1
فرمانے	farmanay:2	farmaane:1	farmane:1	pharmane:1
فرمايا	farmaya:5	pharmaaya:2	farmaaya:1	farmaayaa:1
فرماں	farman:2	farmaan:1	pharmaan:1
فرمایا	farmaya:5	farmaaya:2	pharmaaya:1
فرماۓ	farmaye:2	farmae:1	farmayae:1	furmaye:1
فرمودہ	farmodah:1	farmooda:1	farmuda:1	farmudah:1
فرناس	farnas:3	fernas:2
فرنانڈس	farnandis:1	farnands:1	fernandas:1	fernandes:1
فرنانڈو	fernandu:2	farnando:1	fernando:1	furnandu:1
فرنانڈیز	farnandees:1	farnandez:1	farnandiz:1	fernandees:1
فرنس	farnas:2	furnace:2	frans:1	frence:1
فرنشڈ	fernished:1	furnished:1	furnishid:1
فرنٹ	front:4	frant:1
فرنٹئر	frinter:1	frontier:1	fruntire:1	fruntyre:1
فرنٹیئر	frontier:5	frinter:1	fronatier:1	fruntire:1
فرنچ	french:2	frunch:1
فرنچائز	franchise:2	frenches:1	frenchies:1
فرنگ	farang:1	firung:1	frang:1	frung:1
فرنگی	farangi:1	frangi:1	frangy:1	frunge:1
فرنگیوں	farangion:2	farangeon:1	farangiyon:1	frengion:1
فرنینڈس	fernandes:2	feanands:1	fernandez:1	fernands:1
فرنینڈو	fernando:3	fernaando:1	fernandu:1
فرنیچر	furniture:4	ferniture:1	furneeture:1
فرهاد	farhad:2	farhaad:1	ferhaad:1	ferhad:1
فرهنگی	farhangi:2	farhange:1	ferhangi:1	ferhungi:1
فرو	faro:2	faru:1	froo:1	frow:1
فروخت	farokht:3	farookhat:1	farukhat:1	frokht:1
فروری	february:4	farooree:1	faroori:1	farori:1
فروزاں	faruzan:2	faroozaan:1	faroozan:1	farozan:1
فروش	farosh:3	farush:2	faroosh:1	farvash:1
فروشوں	faroshon:2	faroshoan:1	faroshoun:1	farushon:1
فروشی	faroshi:3	faroshee:1	farushi:1
فروع	faro:1	faroe:1	faroi:1	faroo:1
فروعی	faroyi:2	faroi:1	faroyee:1	froye:1
فروغ	farogh:4	frog:2	faroag:1	frogh:1
فروغِ	faroghi:3	faroghe:2	faroagi:1	frog:1
فروگزاشت	faroguzasht:1	farogzashat:1	farogzasht:1	farougzashat:1
فروہ	farwah:2	faruh:1	farvah:1	pharuh:1
فروی	farwi:2	faroi:1	farvi:1	farwe:1
فرٹ	fart:1	fert:1	frat:1	frut:1
فرٹیلیٹی	fertility:2	fertality:1
فرڈیننڈ	ferdinand:3	ferdenand:1
فرگوسن	fargosan:2	farguson:1	ferguson:1	phargosan:1
فرہاد	farhad:2	farhaad:1	froad:1	pharhad:1
فرہنگ	farhang:1	frong:1	frying:1	pharhang:1
فرہنگی	farhangi:2	farhangee:1	frongi:1
فری	free:4	fari:2	freemaan:1	freeman:1
فریاد	faryad:4	fariyaad:1	fariyad:1	feryad:1
فریادیں	faryadain:1	firyadean:1	firyadein:1	friadin:1
فریال	faryal:2	feryal:1	frial:1
